,Filename,Nouns_Relative_Freq,Verbs_Relative_Freq,Adverbs_Relative_Freq,No_unique_per,No_unique_loc,No_unique_org
162,1014.a2.txt,1855.15,1270.65,406.61,1,0,0
163,5018.a2.txt,1749.41,1099.29,614.66,0,0,0
164,1010.a2.txt,1994.22,982.66,462.43,0,1,2
165,4043.a2.txt,1320.75,1245.28,742.14,0,0,0
166,3068.a2.txt,1803.87,1065.38,508.47,0,1,1
167,1032.a2.txt,1406.44,1215.73,619.79,3,0,0
168,1095.a2.txt,1840.19,1392.25,399.52,0,0,0
169,2047.a2.txt,2112.17,978.52,358.0,0,0,2
170,1049.a2.txt,2438.71,1032.26,438.71,0,0,1
171,2064.a2.txt,2098.45,1049.22,531.09,0,0,2
172,0204.a2.txt,1925.82,1098.43,442.23,0,1,1
173,2027.a2.txt,1854.4,989.01,398.35,2,0,0
174,4033.a2.txt,1286.35,1353.47,592.84,0,0,0
175,0237.a2.txt,1943.32,728.74,364.37,3,0,13
176,0156.a2.txt,1776.22,1062.94,503.5,1,0,0
177,5010.a2.txt,1592.48,909.99,682.49,6,2,10
178,2009.a2.txt,1918.53,1024.97,341.66,0,0,1
179,1106.a2.txt,1959.1,893.43,548.98,4,1,7
180,2075.a2.txt,2030.15,904.52,512.56,2,0,1
181,2065.a2.txt,1842.11,1065.16,563.91,0,0,1
182,5046.a2.txt,1791.83,1278.0,592.89,0,0,0
183,0133.a2.txt,1804.07,989.33,514.06,0,0,1
184,4022.a2.txt,1949.27,1268.36,427.24,0,0,0
185,0192.a2.txt,1916.38,1173.05,627.18,1,0,1
186,3045.a2.txt,1875.64,1090.72,428.13,0,0,1
187,4019.a2.txt,1574.31,1486.15,541.56,0,0,0
188,1057.a2.txt,1248.55,1179.19,427.75,1,0,0
189,4005.a2.txt,2205.47,961.36,386.43,0,0,1
190,4029.a2.txt,1950.21,1230.98,414.94,3,0,15
191,1007.a2.txt,2013.89,1226.85,393.52,0,0,7
192,4045.a2.txt,1584.39,964.41,677.38,0,0,6
193,4032.a2.txt,2035.31,1007.27,539.98,0,1,2
194,4026.a2.txt,2150.67,959.9,461.73,4,1,1
195,2067.a2.txt,1369.35,1331.66,376.88,0,0,0
196,1043.a2.txt,1380.55,1236.49,564.23,0,0,10
197,5023.a2.txt,1622.75,1192.79,679.61,0,0,0
198,5021.a2.txt,1829.55,1147.73,454.55,0,0,0
199,0165.a2.txt,2019.91,967.28,469.42,3,1,1
200,0186.a2.txt,1611.32,1303.81,639.61,0,0,0
201,4036.a2.txt,1621.62,1184.04,926.64,1,0,2
202,0130.a2.txt,1805.56,993.59,502.14,4,4,0
203,2017.a2.txt,1930.46,1151.08,575.54,0,0,0
204,1099.a2.txt,2050.53,1088.44,476.19,5,0,1
205,0127.a2.txt,1968.16,1143.27,709.12,1,1,1
206,5001.a2.txt,1875.83,739.76,568.03,6,0,1
207,1056.a2.txt,1837.78,1149.9,574.95,5,0,2
208,2023.a2.txt,1571.78,1188.12,408.42,0,1,22
209,2044.a2.txt,1379.72,1132.08,318.4,3,1,2
210,2030.a2.txt,1505.88,1505.88,611.76,0,0,0
211,0227.a2.txt,1863.84,892.86,535.71,0,1,0
212,3062.a2.txt,1688.6,1206.14,416.67,0,0,0
213,0119.a2.txt,1784.39,1288.72,408.92,0,0,0
214,0159.a2.txt,1797.62,1047.62,738.1,0,0,0
215,1074.a2.txt,1973.42,1083.84,501.02,0,0,0
216,0113.a2.txt,1973.39,1186.25,631.93,0,0,0
217,4010.a2.txt,2004.95,1076.73,495.05,0,0,0
218,1088.a2.txt,1891.89,1114.86,450.45,0,0,0
219,3037.a2.txt,2187.69,889.7,450.94,2,0,1
220,1064.a2.txt,1881.19,1051.98,693.07,0,0,5
221,3040.a2.txt,1600.0,1296.97,545.45,0,0,1
222,1008.a2.txt,1834.53,1139.09,503.6,0,0,1
223,2000.a2.txt,1972.6,1205.48,273.97,5,0,2
224,0134.a2.txt,1774.0,814.09,729.04,0,0,0
225,1092.a2.txt,1442.31,1201.92,685.1,1,0,3
226,2069.a2.txt,1755.92,1095.89,547.95,0,0,0
227,1034.a2.txt,1405.9,1020.41,453.51,0,0,4
228,5012.a2.txt,2454.36,1166.33,578.09,0,0,2
229,3026.a2.txt,2249.74,1093.91,454.08,0,0,1
230,1016.a2.txt,1653.44,1322.75,502.65,0,0,1
231,5042.a2.txt,2264.38,1138.31,330.48,0,0,0
232,3013.a2.txt,1559.63,1349.93,301.44,0,0,2
233,0121.a2.txt,2041.52,761.25,415.22,2,3,1
234,5049.a2.txt,1829.44,1155.43,687.76,0,2,1
235,1102.a2.txt,1821.27,1153.85,452.49,0,2,0
236,0197.a2.txt,1817.03,940.28,597.2,1,0,0
237,1039.a2.txt,864.49,1705.61,735.98,0,0,3
238,4042.a2.txt,2020.73,1152.85,284.97,0,0,0
239,5044.a2.txt,2687.34,1175.71,413.44,0,0,0
240,1112.a2.txt,1573.88,1231.26,610.28,1,0,0
241,2062.a2.txt,1656.8,1207.1,662.72,1,0,0
242,0109.a2.txt,1610.39,1181.82,363.64,3,0,2
243,3063.a2.txt,1701.43,987.93,526.89,1,1,7
244,0179.a2.txt,1976.44,1191.1,392.67,0,0,0
245,3065.a2.txt,2311.83,1155.91,524.19,1,0,0
246,4018.a2.txt,1739.13,1171.5,483.09,0,0,1
247,2016.a2.txt,2098.09,1212.53,517.71,0,0,3
248,5004.a2.txt,1496.77,1225.81,400.0,1,0,3
249,1031.a2.txt,2130.28,985.92,316.9,0,0,4
250,0231.a2.txt,2065.83,1123.72,419.98,1,0,2
251,5043.a2.txt,1894.33,1353.09,708.76,0,0,0
252,0194.a2.txt,1906.52,1131.61,369.0,0,0,2
253,0215.a2.txt,1656.37,1384.43,457.35,0,0,0
254,1021.a2.txt,1737.03,1061.52,361.88,3,0,1
255,0193.a2.txt,2132.75,1207.83,413.49,0,1,3
256,1012.a2.txt,1952.14,1120.91,440.81,1,0,1
257,3001.a2.txt,1186.07,1305.77,489.66,0,0,17
258,5014.a2.txt,1721.52,1253.16,405.06,0,0,0
259,2041.a2.txt,1703.8,851.9,301.44,0,4,19
260,2070.a2.txt,1571.59,1094.3,419.09,1,1,2
261,5011.a2.txt,1660.38,1031.45,666.67,4,1,2
262,2050.a2.txt,2298.99,992.46,376.88,0,0,2
263,0218.a2.txt,2256.1,1158.54,329.27,0,0,0
264,5030.a2.txt,1870.13,961.04,532.47,4,0,0
265,5038.a2.txt,1994.95,1035.35,530.3,1,0,0
266,5024.a2.txt,1533.33,866.67,613.33,3,1,7
267,0174.a2.txt,2244.44,1144.44,255.56,0,0,2
268,0131.a2.txt,2252.14,1138.31,563.04,0,0,1
269,1002.a2.txt,1737.09,1302.82,399.06,0,0,2
270,2034.a2.txt,2038.51,906.0,656.85,2,0,1
271,5031.a2.txt,2297.51,989.1,654.21,0,0,0
272,0140.a2.txt,1765.89,1140.26,444.0,0,0,0
273,2071.a2.txt,1496.26,1558.6,436.41,0,0,0
274,2046.a2.txt,2390.57,1043.77,291.81,0,0,1
275,0209.a2.txt,2295.48,879.12,268.62,2,0,0
276,0150.a2.txt,1636.36,1376.62,454.55,0,0,0
277,0148.a2.txt,1930.64,1098.27,427.75,0,7,9
278,0157.a2.txt,1181.38,1408.11,584.73,0,0,2
279,0173.a2.txt,2189.28,809.58,467.5,4,0,1
280,0226.a2.txt,1809.05,1105.53,565.33,0,0,0
281,0112.a2.txt,2188.59,1012.81,477.3,0,0,1
282,0213.a2.txt,1747.34,1428.57,543.09,0,0,1
283,5034.a2.txt,1811.22,1262.76,484.69,4,0,2
284,5013.a2.txt,1633.59,1099.24,519.08,8,1,1
285,0175.a2.txt,1789.34,1357.87,431.47,0,0,1
286,2058.a2.txt,2074.16,984.94,533.02,1,0,2
287,0115.a2.txt,2162.85,1259.54,636.13,0,0,1
288,5035.a2.txt,1957.67,1190.48,714.29,0,0,1
289,2020.a2.txt,2418.1,748.83,327.61,0,0,2
290,1044.a2.txt,1497.23,859.52,674.68,3,2,6
291,4025.a2.txt,1836.73,1115.65,707.48,0,0,0
292,3035.a2.txt,1713.97,1179.04,382.1,0,0,4
293,1077.a2.txt,1826.2,1045.34,566.75,4,0,6
294,2056.a2.txt,1380.24,1163.73,635.99,0,0,0
295,1023.a2.txt,1860.19,1007.11,770.14,6,0,0
296,1061.a2.txt,1516.85,1303.37,573.03,0,0,0
297,1055.a2.txt,1602.56,1307.69,410.26,0,0,1
298,4021.a2.txt,1614.46,1228.92,506.02,0,0,1
299,1078.a2.txt,1181.1,1233.6,551.18,0,0,4
300,4020.a2.txt,1614.58,963.54,481.77,4,0,3
301,1022.a2.txt,2211.65,1284.19,392.39,0,1,0
302,5028.a2.txt,1421.51,927.07,593.33,0,6,14
303,1003.a2.txt,1761.49,1061.27,382.93,6,0,1
304,1081.a2.txt,1654.6,1023.78,392.97,2,0,14
305,0163.a2.txt,1673.05,957.85,727.97,0,0,0
306,3064.a2.txt,1935.1,1057.69,396.63,0,0,0
307,1109.a2.txt,1906.12,1209.1,312.94,0,0,0
308,1069.a2.txt,1969.39,816.33,510.2,4,0,13
309,4027.a2.txt,2045.45,909.09,437.06,0,0,1
310,2011.a2.txt,2348.03,786.65,548.27,1,0,2
311,3002.a2.txt,1651.38,1284.4,484.93,0,0,0
312,2039.a2.txt,1986.53,1099.89,594.84,0,1,0
313,3028.a2.txt,2265.94,786.97,434.19,1,0,12
314,1029.a2.txt,2122.76,933.5,409.21,0,0,15
315,2066.a2.txt,2059.66,1093.75,539.77,0,0,0
316,4037.a2.txt,2261.31,1030.15,251.26,0,0,0
317,2026.a2.txt,1722.93,1071.01,430.73,0,0,2
318,3042.a2.txt,1787.99,1213.28,715.2,0,0,0
319,1072.a2.txt,2094.19,871.74,370.74,0,1,4
320,0111.a2.txt,1914.29,1371.43,671.43,0,0,0
321,5017.a2.txt,1802.33,1081.4,604.65,2,0,0
322,0125.a2.txt,1790.83,1146.13,415.47,0,0,1
323,4012.a2.txt,1995.13,1192.21,413.63,0,0,2
324,0187.a2.txt,1780.99,1034.9,385.08,5,0,0
325,0216.a2.txt,1640.09,1116.17,261.96,0,0,1
326,0110.a2.txt,2232.03,1286.25,529.63,1,1,2
327,1019.a2.txt,2283.36,715.27,337.0,1,1,1
328,0142.a2.txt,2282.2,1126.89,378.79,0,0,0
329,4044.a2.txt,1872.07,1326.05,483.62,7,0,1
330,0149.a2.txt,1979.43,1233.93,702.66,0,0,4
331,5033.a2.txt,1553.64,1307.03,456.23,0,0,1
332,0172.a2.txt,2108.67,1099.61,491.59,2,0,0
333,5037.a2.txt,1916.97,976.8,525.03,0,0,0
334,5020.a2.txt,1765.52,1075.86,468.97,0,0,0
335,3044.a2.txt,1449.81,1040.89,446.1,0,2,23
336,0104.a2.txt,2078.72,971.71,332.1,4,0,1
337,4030.a2.txt,1918.47,971.22,743.41,1,0,0
338,2059.a2.txt,2273.84,1149.14,464.55,0,0,3
339,0101.a2.txt,2063.69,942.68,713.38,0,0,0
340,0158.a2.txt,1673.0,1254.75,709.76,0,0,0
341,1013.a2.txt,1702.38,1095.24,571.43,0,0,1
342,0155.a2.txt,2025.32,1253.16,658.23,1,0,1
343,1018.a2.txt,2049.89,1084.6,368.76,0,0,0
